id,country,year,sex,age,population,country-year, gdp_for_year($) ,gdp_per_capita ($),suicides_no,generation
11279,Guyana,2006,female,75+ years,6223,Guyana2006,"1,45,84,49,453",2182,0,Silent
11280,Guyana,2007,male,35-54 years,86507,Guyana2007,"1,74,03,34,782",2602,73,Boomers
11281,Guyana,2007,male,75+ years,4901,Guyana2007,"1,74,03,34,782",2602,3,Silent
11282,Guyana,2007,male,25-34 years,54095,Guyana2007,"1,74,03,34,782",2602,28,Generation X
11283,Guyana,2007,male,15-24 years,66115,Guyana2007,"1,74,03,34,782",2602,27,Millenials
11284,Guyana,2007,male,55-74 years,29855,Guyana2007,"1,74,03,34,782",2602,11,Silent
11285,Guyana,2007,female,75+ years,6214,Guyana2007,"1,74,03,34,782",2602,2,Silent
11286,Guyana,2007,female,15-24 years,65585,Guyana2007,"1,74,03,34,782",2602,15,Millenials
11287,Guyana,2007,female,25-34 years,55201,Guyana2007,"1,74,03,34,782",2602,9,Generation X
11288,Guyana,2007,female,55-74 years,31718,Guyana2007,"1,74,03,34,782",2602,4,Silent
11289,Guyana,2007,female,35-54 years,87596,Guyana2007,"1,74,03,34,782",2602,9,Boomers
11290,Guyana,2007,female,5-14 years,88555,Guyana2007,"1,74,03,34,782",2602,3,Generation Z
11291,Guyana,2007,male,5-14 years,92446,Guyana2007,"1,74,03,34,782",2602,1,Generation Z
11292,Guyana,2008,male,75+ years,4848,Guyana2008,"1,92,25,98,121",2873,3,Silent
11293,Guyana,2008,male,35-54 years,87299,Guyana2008,"1,92,25,98,121",2873,53,Boomers
11294,Guyana,2008,male,55-74 years,30779,Guyana2008,"1,92,25,98,121",2873,18,Silent
11295,Guyana,2008,male,25-34 years,53990,Guyana2008,"1,92,25,98,121",2873,30,Generation X
11296,Guyana,2008,male,15-24 years,66792,Guyana2008,"1,92,25,98,121",2873,20,Millenials
11297,Guyana,2008,female,55-74 years,33157,Guyana2008,"1,92,25,98,121",2873,7,Silent
11298,Guyana,2008,female,15-24 years,66821,Guyana2008,"1,92,25,98,121",2873,13,Millenials
11299,Guyana,2008,female,75+ years,6197,Guyana2008,"1,92,25,98,121",2873,1,Silent
11300,Guyana,2008,female,35-54 years,87224,Guyana2008,"1,92,25,98,121",2873,13,Boomers
11301,Guyana,2008,female,25-34 years,55523,Guyana2008,"1,92,25,98,121",2873,6,Generation X
11302,Guyana,2008,female,5-14 years,86356,Guyana2008,"1,92,25,98,121",2873,4,Generation Z
11303,Guyana,2008,male,5-14 years,90267,Guyana2008,"1,92,25,98,121",2873,0,Generation Z
11304,Guyana,2009,male,35-54 years,88163,Guyana2009,"2,06,13,23,854",3076,51,Boomers
11305,Guyana,2009,male,25-34 years,53875,Guyana2009,"2,06,13,23,854",3076,26,Generation X
11306,Guyana,2009,male,55-74 years,31720,Guyana2009,"2,06,13,23,854",3076,15,Silent
11307,Guyana,2009,male,75+ years,4834,Guyana2009,"2,06,13,23,854",3076,2,Silent
11308,Guyana,2009,male,15-24 years,67457,Guyana2009,"2,06,13,23,854",3076,14,Millenials
11309,Guyana,2009,female,15-24 years,67774,Guyana2009,"2,06,13,23,854",3076,14,Millenials
11310,Guyana,2009,female,35-54 years,86706,Guyana2009,"2,06,13,23,854",3076,15,Boomers
11311,Guyana,2009,female,75+ years,6229,Guyana2009,"2,06,13,23,854",3076,1,Silent
11312,Guyana,2009,female,25-34 years,56144,Guyana2009,"2,06,13,23,854",3076,7,Generation X
11313,Guyana,2009,female,55-74 years,34707,Guyana2009,"2,06,13,23,854",3076,4,Silent
11314,Guyana,2009,female,5-14 years,84273,Guyana2009,"2,06,13,23,854",3076,6,Generation Z
11315,Guyana,2009,male,5-14 years,88273,Guyana2009,"2,06,13,23,854",3076,1,Generation Z
11316,Guyana,2010,male,75+ years,4885,Guyana2010,"2,27,32,25,042",3384,5,Silent
11317,Guyana,2010,male,35-54 years,89147,Guyana2010,"2,27,32,25,042",3384,80,Generation X
11318,Guyana,2010,male,25-34 years,53501,Guyana2010,"2,27,32,25,042",3384,30,Generation X
11319,Guyana,2010,male,15-24 years,68249,Guyana2010,"2,27,32,25,042",3384,27,Millenials
11320,Guyana,2010,male,55-74 years,32734,Guyana2010,"2,27,32,25,042",3384,12,Silent
11321,Guyana,2010,female,15-24 years,68563,Guyana2010,"2,27,32,25,042",3384,21,Millenials
11322,Guyana,2010,female,25-34 years,56716,Guyana2010,"2,27,32,25,042",3384,11,Generation X
11323,Guyana,2010,female,55-74 years,36294,Guyana2010,"2,27,32,25,042",3384,4,Silent
11324,Guyana,2010,female,35-54 years,86183,Guyana2010,"2,27,32,25,042",3384,8,Generation X
11325,Guyana,2010,female,5-14 years,82511,Guyana2010,"2,27,32,25,042",3384,5,Generation Z
11326,Guyana,2010,male,5-14 years,86692,Guyana2010,"2,27,32,25,042",3384,2,Generation Z
11327,Guyana,2010,female,75+ years,6350,Guyana2010,"2,27,32,25,042",3384,0,Silent
11328,Guyana,2011,male,35-54 years,90085,Guyana2011,"2,57,60,24,116",3815,64,Generation X
11329,Guyana,2011,male,25-34 years,52146,Guyana2011,"2,57,60,24,116",3815,34,Millenials
11330,Guyana,2011,male,55-74 years,33737,Guyana2011,"2,57,60,24,116",3815,19,Boomers
11331,Guyana,2011,male,15-24 years,71216,Guyana2011,"2,57,60,24,116",3815,31,Millenials
11332,Guyana,2011,male,75+ years,5121,Guyana2011,"2,57,60,24,116",3815,2,Silent
11333,Guyana,2011,female,35-54 years,87351,Guyana2011,"2,57,60,24,116",3815,14,Generation X
11334,Guyana,2011,female,75+ years,6656,Guyana2011,"2,57,60,24,116",3815,1,Silent
11335,Guyana,2011,female,15-24 years,70472,Guyana2011,"2,57,60,24,116",3815,10,Millenials
11336,Guyana,2011,female,25-34 years,55527,Guyana2011,"2,57,60,24,116",3815,7,Millenials
11337,Guyana,2011,female,55-74 years,37229,Guyana2011,"2,57,60,24,116",3815,3,Boomers
11338,Guyana,2011,female,5-14 years,80748,Guyana2011,"2,57,60,24,116",3815,4,Generation Z
11339,Guyana,2011,male,5-14 years,84995,Guyana2011,"2,57,60,24,116",3815,3,Generation Z
11340,Guyana,2012,male,35-54 years,90968,Guyana2012,"2,86,15,62,266",4212,71,Generation X
11341,Guyana,2012,male,55-74 years,34933,Guyana2012,"2,86,15,62,266",4212,21,Boomers
11342,Guyana,2012,male,75+ years,5373,Guyana2012,"2,86,15,62,266",4212,3,Silent
11343,Guyana,2012,male,25-34 years,50601,Guyana2012,"2,86,15,62,266",4212,27,Millenials
11344,Guyana,2012,male,15-24 years,74548,Guyana2012,"2,86,15,62,266",4212,30,Millenials
11345,Guyana,2012,female,25-34 years,53923,Guyana2012,"2,86,15,62,266",4212,11,Millenials
11346,Guyana,2012,female,35-54 years,88544,Guyana2012,"2,86,15,62,266",4212,18,Generation X
11347,Guyana,2012,female,15-24 years,72713,Guyana2012,"2,86,15,62,266",4212,14,Millenials
11348,Guyana,2012,female,55-74 years,38249,Guyana2012,"2,86,15,62,266",4212,5,Boomers
11349,Guyana,2012,male,5-14 years,83404,Guyana2012,"2,86,15,62,266",4212,4,Generation Z
11350,Guyana,2012,female,5-14 years,79129,Guyana2012,"2,86,15,62,266",4212,2,Generation Z
11351,Guyana,2012,female,75+ years,6971,Guyana2012,"2,86,15,62,266",4212,0,Silent
11352,Guyana,2013,male,25-34 years,49177,Guyana2013,"2,99,00,06,534",4372,35,Millenials
11353,Guyana,2013,male,35-54 years,91779,Guyana2013,"2,99,00,06,534",4372,65,Generation X
11354,Guyana,2013,male,55-74 years,36325,Guyana2013,"2,99,00,06,534",4372,23,Boomers
11355,Guyana,2013,male,15-24 years,77905,Guyana2013,"2,99,00,06,534",4372,34,Millenials
11356,Guyana,2013,female,15-24 years,75001,Guyana2013,"2,99,00,06,534",4372,29,Millenials
11357,Guyana,2013,male,75+ years,5578,Guyana2013,"2,99,00,06,534",4372,2,Silent
11358,Guyana,2013,female,35-54 years,89706,Guyana2013,"2,99,00,06,534",4372,13,Generation X
11359,Guyana,2013,female,55-74 years,39408,Guyana2013,"2,99,00,06,534",4372,4,Boomers
11360,Guyana,2013,female,25-34 years,52213,Guyana2013,"2,99,00,06,534",4372,3,Millenials
11361,Guyana,2013,female,5-14 years,77645,Guyana2013,"2,99,00,06,534",4372,1,Generation Z
11362,Guyana,2013,male,5-14 years,81898,Guyana2013,"2,99,00,06,534",4372,1,Generation Z
11363,Guyana,2013,female,75+ years,7232,Guyana2013,"2,99,00,06,534",4372,0,Silent
11364,Hungary,1991,male,75+ years,188235,Hungary1991,"34,74,85,08,332",3561,333,G.I. Generation
11365,Hungary,1991,male,35-54 years,1420586,Hungary1991,"34,74,85,08,332",3561,1271,Boomers
11366,Hungary,1991,male,55-74 years,874916,Hungary1991,"34,74,85,08,332",3561,751,Silent
11367,Hungary,1991,female,75+ years,363039,Hungary1991,"34,74,85,08,332",3561,263,G.I. Generation
11368,Hungary,1991,male,25-34 years,663374,Hungary1991,"34,74,85,08,332",3561,364,Boomers
11369,Hungary,1991,female,55-74 years,1146759,Hungary1991,"34,74,85,08,332",3561,382,Silent
11370,Hungary,1991,female,35-54 years,1486414,Hungary1991,"34,74,85,08,332",3561,341,Boomers
11371,Hungary,1991,male,15-24 years,785554,Hungary1991,"34,74,85,08,332",3561,154,Generation X
11372,Hungary,1991,female,25-34 years,652494,Hungary1991,"34,74,85,08,332",3561,85,Boomers
11373,Hungary,1991,female,15-24 years,748660,Hungary1991,"34,74,85,08,332",3561,40,Generation X
11374,Hungary,1991,male,5-14 years,730241,Hungary1991,"34,74,85,08,332",3561,7,Millenials
11375,Hungary,1991,female,5-14 years,697494,Hungary1991,"34,74,85,08,332",3561,2,Millenials
11376,Hungary,1992,male,75+ years,178482,Hungary1992,"38,72,49,45,368",3970,317,G.I. Generation
11377,Hungary,1992,male,35-54 years,1435500,Hungary1992,"38,72,49,45,368",3970,1281,Boomers
11378,Hungary,1992,male,55-74 years,880216,Hungary1992,"38,72,49,45,368",3970,766,Silent
11379,Hungary,1992,female,75+ years,349038,Hungary1992,"38,72,49,45,368",3970,212,G.I. Generation
11380,Hungary,1992,male,25-34 years,651345,Hungary1992,"38,72,49,45,368",3970,364,Boomers
11381,Hungary,1992,female,55-74 years,1167015,Hungary1992,"38,72,49,45,368",3970,384,Silent
11382,Hungary,1992,male,15-24 years,804971,Hungary1992,"38,72,49,45,368",3970,202,Generation X
11383,Hungary,1992,female,35-54 years,1499718,Hungary1992,"38,72,49,45,368",3970,346,Boomers
11384,Hungary,1992,female,25-34 years,639938,Hungary1992,"38,72,49,45,368",3970,73,Boomers
11385,Hungary,1992,female,15-24 years,767574,Hungary1992,"38,72,49,45,368",3970,44,Generation X
11386,Hungary,1992,male,5-14 years,706161,Hungary1992,"38,72,49,45,368",3970,9,Millenials
11387,Hungary,1992,female,5-14 years,674998,Hungary1992,"38,72,49,45,368",3970,2,Millenials
11388,Hungary,1993,male,75+ years,168944,Hungary1993,"40,11,90,73,326",4116,300,G.I. Generation
11389,Hungary,1993,male,55-74 years,885398,Hungary1993,"40,11,90,73,326",4116,736,Silent
11390,Hungary,1993,male,35-54 years,1441399,Hungary1993,"40,11,90,73,326",4116,1189,Boomers
11391,Hungary,1993,female,75+ years,335159,Hungary1993,"40,11,90,73,326",4116,198,G.I. Generation
11392,Hungary,1993,male,25-34 years,650343,Hungary1993,"40,11,90,73,326",4116,326,Boomers
11393,Hungary,1993,female,55-74 years,1187358,Hungary1993,"40,11,90,73,326",4116,354,Silent
11394,Hungary,1993,female,35-54 years,1505289,Hungary1993,"40,11,90,73,326",4116,320,Boomers
11395,Hungary,1993,male,15-24 years,816038,Hungary1993,"40,11,90,73,326",4116,157,Generation X
11396,Hungary,1993,female,25-34 years,638434,Hungary1993,"40,11,90,73,326",4116,63,Boomers
11397,Hungary,1993,female,15-24 years,778205,Hungary1993,"40,11,90,73,326",4116,43,Generation X
11398,Hungary,1993,male,5-14 years,685836,Hungary1993,"40,11,90,73,326",4116,7,Millenials
11399,Hungary,1993,female,5-14 years,655499,Hungary1993,"40,11,90,73,326",4116,1,Millenials
11400,Hungary,1994,male,75+ years,165660,Hungary1994,"43,16,03,92,124",4431,292,G.I. Generation
11401,Hungary,1994,male,55-74 years,885885,Hungary1994,"43,16,03,92,124",4431,765,Silent
11402,Hungary,1994,male,35-54 years,1442354,Hungary1994,"43,16,03,92,124",4431,1194,Boomers
11403,Hungary,1994,female,75+ years,331979,Hungary1994,"43,16,03,92,124",4431,217,G.I. Generation
11404,Hungary,1994,male,25-34 years,654647,Hungary1994,"43,16,03,92,124",4431,302,Boomers
11405,Hungary,1994,female,55-74 years,1197788,Hungary1994,"43,16,03,92,124",4431,272,Silent
11406,Hungary,1994,female,35-54 years,1507467,Hungary1994,"43,16,03,92,124",4431,310,Boomers
11407,Hungary,1994,male,15-24 years,821912,Hungary1994,"43,16,03,92,124",4431,167,Generation X
11408,Hungary,1994,female,25-34 years,641114,Hungary1994,"43,16,03,92,124",4431,57,Boomers
11409,Hungary,1994,female,15-24 years,783898,Hungary1994,"43,16,03,92,124",4431,41,Generation X
11410,Hungary,1994,male,5-14 years,668761,Hungary1994,"43,16,03,92,124",4431,7,Millenials
11411,Hungary,1994,female,5-14 years,639352,Hungary1994,"43,16,03,92,124",4431,1,Millenials
11412,Hungary,1995,male,75+ years,169919,Hungary1995,"46,41,89,16,500",4767,282,G.I. Generation
11413,Hungary,1995,male,35-54 years,1439373,Hungary1995,"46,41,89,16,500",4767,1114,Boomers
11414,Hungary,1995,male,55-74 years,882335,Hungary1995,"46,41,89,16,500",4767,668,Silent
11415,Hungary,1995,female,75+ years,342301,Hungary1995,"46,41,89,16,500",4767,202,G.I. Generation
11416,Hungary,1995,male,25-34 years,661031,Hungary1995,"46,41,89,16,500",4767,244,Generation X
11417,Hungary,1995,female,55-74 years,1197086,Hungary1995,"46,41,89,16,500",4767,320,Silent
11418,Hungary,1995,male,15-24 years,823833,Hungary1995,"46,41,89,16,500",4767,159,Generation X
11419,Hungary,1995,female,35-54 years,1506265,Hungary1995,"46,41,89,16,500",4767,284,Boomers
11420,Hungary,1995,female,25-34 years,645436,Hungary1995,"46,41,89,16,500",4767,55,Generation X
11421,Hungary,1995,female,15-24 years,786111,Hungary1995,"46,41,89,16,500",4767,30,Generation X
11422,Hungary,1995,male,5-14 years,655969,Hungary1995,"46,41,89,16,500",4767,8,Millenials
11423,Hungary,1995,female,5-14 years,627589,Hungary1995,"46,41,89,16,500",4767,0,Millenials
11424,Hungary,1996,male,75+ years,176106,Hungary1996,"46,65,97,96,773",4792,254,G.I. Generation
11425,Hungary,1996,male,55-74 years,878781,Hungary1996,"46,65,97,96,773",4792,718,Silent
11426,Hungary,1996,male,35-54 years,1434514,Hungary1996,"46,65,97,96,773",4792,1146,Boomers
11427,Hungary,1996,female,75+ years,355446,Hungary1996,"46,65,97,96,773",4792,224,G.I. Generation
11428,Hungary,1996,male,25-34 years,668423,Hungary1996,"46,65,97,96,773",4792,253,Generation X
11429,Hungary,1996,female,55-74 years,1193895,Hungary1996,"46,65,97,96,773",4792,332,Silent
11430,Hungary,1996,female,35-54 years,1502683,Hungary1996,"46,65,97,96,773",4792,281,Boomers
11431,Hungary,1996,male,15-24 years,823037,Hungary1996,"46,65,97,96,773",4792,147,Generation X
11432,Hungary,1996,female,25-34 years,651327,Hungary1996,"46,65,97,96,773",4792,49,Generation X
11433,Hungary,1996,female,15-24 years,785423,Hungary1996,"46,65,97,96,773",4792,29,Generation X
11434,Hungary,1996,male,5-14 years,647562,Hungary1996,"46,65,97,96,773",4792,2,Millenials
11435,Hungary,1996,female,5-14 years,620053,Hungary1996,"46,65,97,96,773",4792,1,Millenials
11436,Hungary,1997,male,75+ years,182808,Hungary1997,"47,29,01,80,589",4856,296,G.I. Generation
11437,Hungary,1997,male,55-74 years,876617,Hungary1997,"47,29,01,80,589",4856,657,Silent
11438,Hungary,1997,male,35-54 years,1425819,Hungary1997,"47,29,01,80,589",4856,1039,Boomers
11439,Hungary,1997,female,75+ years,369640,Hungary1997,"47,29,01,80,589",4856,199,G.I. Generation
11440,Hungary,1997,male,25-34 years,679841,Hungary1997,"47,29,01,80,589",4856,255,Generation X
11441,Hungary,1997,female,55-74 years,1191288,Hungary1997,"47,29,01,80,589",4856,303,Silent
11442,Hungary,1997,female,35-54 years,1494699,Hungary1997,"47,29,01,80,589",4856,249,Boomers
11443,Hungary,1997,male,15-24 years,818909,Hungary1997,"47,29,01,80,589",4856,131,Generation X
11444,Hungary,1997,female,25-34 years,661074,Hungary1997,"47,29,01,80,589",4856,40,Generation X
11445,Hungary,1997,female,15-24 years,781186,Hungary1997,"47,29,01,80,589",4856,32,Generation X
11446,Hungary,1997,male,5-14 years,641303,Hungary1997,"47,29,01,80,589",4856,5,Millenials
11447,Hungary,1997,female,5-14 years,614597,Hungary1997,"47,29,01,80,589",4856,2,Millenials
11448,Hungary,1998,male,75+ years,189405,Hungary1998,"48,77,04,66,839",5010,238,G.I. Generation
11449,Hungary,1998,male,35-54 years,1414258,Hungary1998,"48,77,04,66,839",5010,1185,Boomers
11450,Hungary,1998,male,55-74 years,876420,Hungary1998,"48,77,04,66,839",5010,620,Silent
11451,Hungary,1998,female,75+ years,384001,Hungary1998,"48,77,04,66,839",5010,185,G.I. Generation
11452,Hungary,1998,male,25-34 years,693639,Hungary1998,"48,77,04,66,839",5010,275,Generation X
11453,Hungary,1998,female,55-74 years,1190456,Hungary1998,"48,77,04,66,839",5010,241,Silent
11454,Hungary,1998,female,35-54 years,1484346,Hungary1998,"48,77,04,66,839",5010,268,Boomers
11455,Hungary,1998,male,15-24 years,810229,Hungary1998,"48,77,04,66,839",5010,145,Generation X
11456,Hungary,1998,female,25-34 years,673296,Hungary1998,"48,77,04,66,839",5010,54,Generation X
11457,Hungary,1998,female,15-24 years,772891,Hungary1998,"48,77,04,66,839",5010,29,Generation X
11458,Hungary,1998,male,5-14 years,635890,Hungary1998,"48,77,04,66,839",5010,5,Millenials
11459,Hungary,1998,female,5-14 years,609542,Hungary1998,"48,77,04,66,839",5010,0,Millenials
11460,Hungary,1999,male,75+ years,185652,Hungary1999,"49,17,04,34,391",5147,302,G.I. Generation
11461,Hungary,1999,male,35-54 years,1384204,Hungary1999,"49,17,04,34,391",5147,1138,Boomers
11462,Hungary,1999,male,55-74 years,847199,Hungary1999,"49,17,04,34,391",5147,662,Silent
11463,Hungary,1999,female,75+ years,378946,Hungary1999,"49,17,04,34,391",5147,184,G.I. Generation
11464,Hungary,1999,male,25-34 years,714686,Hungary1999,"49,17,04,34,391",5147,285,Generation X
11465,Hungary,1999,female,55-74 years,1155762,Hungary1999,"49,17,04,34,391",5147,267,Silent
11466,Hungary,1999,male,15-24 years,786244,Hungary1999,"49,17,04,34,391",5147,150,Generation X
11467,Hungary,1999,female,35-54 years,1445083,Hungary1999,"49,17,04,34,391",5147,246,Boomers
11468,Hungary,1999,female,25-34 years,687362,Hungary1999,"49,17,04,34,391",5147,51,Generation X
11469,Hungary,1999,female,15-24 years,751430,Hungary1999,"49,17,04,34,391",5147,29,Generation X
11470,Hungary,1999,male,5-14 years,622165,Hungary1999,"49,17,04,34,391",5147,11,Millenials
11471,Hungary,1999,female,5-14 years,594331,Hungary1999,"49,17,04,34,391",5147,1,Millenials
11472,Hungary,2000,male,75+ years,188686,Hungary2000,"47,31,06,23,887",4966,272,G.I. Generation
11473,Hungary,2000,male,35-54 years,1373290,Hungary2000,"47,31,06,23,887",4966,1090,Boomers
11474,Hungary,2000,male,55-74 years,845819,Hungary2000,"47,31,06,23,887",4966,659,Silent
11475,Hungary,2000,female,75+ years,387228,Hungary2000,"47,31,06,23,887",4966,199,G.I. Generation
11476,Hungary,2000,male,25-34 years,747288,Hungary2000,"47,31,06,23,887",4966,302,Generation X
11477,Hungary,2000,female,55-74 years,1153021,Hungary2000,"47,31,06,23,887",4966,272,Silent
11478,Hungary,2000,female,35-54 years,1433302,Hungary2000,"47,31,06,23,887",4966,256,Boomers
11479,Hungary,2000,male,15-24 years,754097,Hungary2000,"47,31,06,23,887",4966,132,Generation X
11480,Hungary,2000,female,25-34 years,717781,Hungary2000,"47,31,06,23,887",4966,47,Generation X
11481,Hungary,2000,female,15-24 years,721347,Hungary2000,"47,31,06,23,887",4966,29,Generation X
11482,Hungary,2000,male,5-14 years,616642,Hungary2000,"47,31,06,23,887",4966,8,Millenials
11483,Hungary,2000,female,5-14 years,588533,Hungary2000,"47,31,06,23,887",4966,3,Millenials
11484,Hungary,2001,male,75+ years,205366,Hungary2001,"53,82,13,15,066",5546,276,Silent
11485,Hungary,2001,male,35-54 years,1388219,Hungary2001,"53,82,13,15,066",5546,1038,Boomers
11486,Hungary,2001,male,55-74 years,879449,Hungary2001,"53,82,13,15,066",5546,579,Silent
11487,Hungary,2001,female,75+ years,419870,Hungary2001,"53,82,13,15,066",5546,157,Silent
11488,Hungary,2001,male,25-34 years,767594,Hungary2001,"53,82,13,15,066",5546,254,Generation X
11489,Hungary,2001,female,55-74 years,1190022,Hungary2001,"53,82,13,15,066",5546,228,Silent
11490,Hungary,2001,male,15-24 years,745448,Hungary2001,"53,82,13,15,066",5546,132,Millenials
11491,Hungary,2001,female,35-54 years,1459506,Hungary2001,"53,82,13,15,066",5546,241,Boomers
11492,Hungary,2001,female,25-34 years,742972,Hungary2001,"53,82,13,15,066",5546,38,Generation X
11493,Hungary,2001,female,15-24 years,713068,Hungary2001,"53,82,13,15,066",5546,31,Millenials
11494,Hungary,2001,male,5-14 years,610320,Hungary2001,"53,82,13,15,066",5546,3,Millenials
11495,Hungary,2001,female,5-14 years,582764,Hungary2001,"53,82,13,15,066",5546,1,Millenials
11496,Hungary,2002,male,75+ years,209732,Hungary2002,"67,71,68,87,203",6995,254,Silent
11497,Hungary,2002,male,35-54 years,1382754,Hungary2002,"67,71,68,87,203",6995,997,Boomers
11498,Hungary,2002,male,55-74 years,881937,Hungary2002,"67,71,68,87,203",6995,582,Silent
11499,Hungary,2002,female,75+ years,430724,Hungary2002,"67,71,68,87,203",6995,149,Silent
11500,Hungary,2002,male,25-34 years,787190,Hungary2002,"67,71,68,87,203",6995,232,Generation X
11501,Hungary,2002,female,35-54 years,1453102,Hungary2002,"67,71,68,87,203",6995,248,Boomers
11502,Hungary,2002,male,15-24 years,722619,Hungary2002,"67,71,68,87,203",6995,123,Millenials
11503,Hungary,2002,female,55-74 years,1190173,Hungary2002,"67,71,68,87,203",6995,181,Silent
11504,Hungary,2002,female,25-34 years,761375,Hungary2002,"67,71,68,87,203",6995,41,Generation X
11505,Hungary,2002,female,15-24 years,692093,Hungary2002,"67,71,68,87,203",6995,25,Millenials
11506,Hungary,2002,male,5-14 years,598250,Hungary2002,"67,71,68,87,203",6995,4,Millenials
11507,Hungary,2002,female,5-14 years,570215,Hungary2002,"67,71,68,87,203",6995,3,Millenials
11508,Hungary,2003,male,75+ years,213793,Hungary2003,"85,32,47,71,841",8840,236,Silent
11509,Hungary,2003,male,55-74 years,888834,Hungary2003,"85,32,47,71,841",8840,645,Silent
11510,Hungary,2003,male,35-54 years,1377798,Hungary2003,"85,32,47,71,841",8840,939,Boomers
11511,Hungary,2003,female,75+ years,440470,Hungary2003,"85,32,47,71,841",8840,159,Silent
11512,Hungary,2003,male,25-34 years,799322,Hungary2003,"85,32,47,71,841",8840,231,Generation X
11513,Hungary,2003,female,55-74 years,1196595,Hungary2003,"85,32,47,71,841",8840,214,Silent
11514,Hungary,2003,female,35-54 years,1446346,Hungary2003,"85,32,47,71,841",8840,211,Boomers
11515,Hungary,2003,male,15-24 years,701620,Hungary2003,"85,32,47,71,841",8840,101,Millenials
11516,Hungary,2003,female,25-34 years,772722,Hungary2003,"85,32,47,71,841",8840,33,Generation X
11517,Hungary,2003,female,15-24 years,672145,Hungary2003,"85,32,47,71,841",8840,23,Millenials
11518,Hungary,2003,male,5-14 years,585286,Hungary2003,"85,32,47,71,841",8840,8,Millenials
11519,Hungary,2003,female,5-14 years,557602,Hungary2003,"85,32,47,71,841",8840,0,Millenials
11520,Hungary,2004,male,75+ years,218145,Hungary2004,"1,04,06,66,09,518",10806,262,Silent
11521,Hungary,2004,male,35-54 years,1374752,Hungary2004,"1,04,06,66,09,518",10806,933,Boomers
11522,Hungary,2004,male,55-74 years,896983,Hungary2004,"1,04,06,66,09,518",10806,543,Silent
11523,Hungary,2004,female,75+ years,450461,Hungary2004,"1,04,06,66,09,518",10806,146,Silent
11524,Hungary,2004,male,25-34 years,809225,Hungary2004,"1,04,06,66,09,518",10806,233,Generation X
11525,Hungary,2004,female,35-54 years,1440339,Hungary2004,"1,04,06,66,09,518",10806,243,Boomers
11526,Hungary,2004,female,55-74 years,1204796,Hungary2004,"1,04,06,66,09,518",10806,198,Silent
11527,Hungary,2004,male,15-24 years,683254,Hungary2004,"1,04,06,66,09,518",10806,111,Millenials
11528,Hungary,2004,female,25-34 years,781012,Hungary2004,"1,04,06,66,09,518",10806,45,Generation X
11529,Hungary,2004,female,15-24 years,655267,Hungary2004,"1,04,06,66,09,518",10806,21,Millenials
11530,Hungary,2004,male,5-14 years,571353,Hungary2004,"1,04,06,66,09,518",10806,5,Millenials
11531,Hungary,2004,female,5-14 years,544457,Hungary2004,"1,04,06,66,09,518",10806,2,Millenials
11532,Hungary,2005,male,75+ years,222774,Hungary2005,"1,13,03,53,61,317",11764,269,Silent
11533,Hungary,2005,male,35-54 years,1370704,Hungary2005,"1,13,03,53,61,317",11764,912,Boomers
11534,Hungary,2005,male,55-74 years,906718,Hungary2005,"1,13,03,53,61,317",11764,545,Silent
11535,Hungary,2005,male,25-34 years,816243,Hungary2005,"1,13,03,53,61,317",11764,215,Generation X
11536,Hungary,2005,female,75+ years,460429,Hungary2005,"1,13,03,53,61,317",11764,121,Silent
11537,Hungary,2005,female,55-74 years,1213827,Hungary2005,"1,13,03,53,61,317",11764,203,Silent
11538,Hungary,2005,female,35-54 years,1431293,Hungary2005,"1,13,03,53,61,317",11764,214,Boomers
11539,Hungary,2005,male,15-24 years,669313,Hungary2005,"1,13,03,53,61,317",11764,80,Millenials
11540,Hungary,2005,female,25-34 years,786160,Hungary2005,"1,13,03,53,61,317",11764,38,Generation X
11541,Hungary,2005,female,15-24 years,643025,Hungary2005,"1,13,03,53,61,317",11764,17,Millenials
11542,Hungary,2005,male,5-14 years,557376,Hungary2005,"1,13,03,53,61,317",11764,5,Millenials
11543,Hungary,2005,female,5-14 years,531081,Hungary2005,"1,13,03,53,61,317",11764,0,Millenials
11544,Hungary,2006,male,75+ years,227029,Hungary2006,"1,15,29,51,99,392",12021,204,Silent
11545,Hungary,2006,male,35-54 years,1366901,Hungary2006,"1,15,29,51,99,392",12021,825,Boomers
11546,Hungary,2006,male,55-74 years,917547,Hungary2006,"1,15,29,51,99,392",12021,550,Silent
11547,Hungary,2006,female,75+ years,469796,Hungary2006,"1,15,29,51,99,392",12021,118,Silent
11548,Hungary,2006,male,25-34 years,820042,Hungary2006,"1,15,29,51,99,392",12021,196,Generation X
11549,Hungary,2006,female,35-54 years,1421095,Hungary2006,"1,15,29,51,99,392",12021,227,Boomers
11550,Hungary,2006,female,55-74 years,1224334,Hungary2006,"1,15,29,51,99,392",12021,187,Silent
11551,Hungary,2006,male,15-24 years,659708,Hungary2006,"1,15,29,51,99,392",12021,84,Millenials
11552,Hungary,2006,female,25-34 years,788769,Hungary2006,"1,15,29,51,99,392",12021,52,Generation X
11553,Hungary,2006,female,15-24 years,634608,Hungary2006,"1,15,29,51,99,392",12021,15,Millenials
11554,Hungary,2006,male,5-14 years,543679,Hungary2006,"1,15,29,51,99,392",12021,2,Millenials
11555,Hungary,2006,female,5-14 years,517602,Hungary2006,"1,15,29,51,99,392",12021,1,Millenials
